Drug_PubChemCID,Drug_ChemicalID,Drug_Name,Ref_Database,Gene Symbol,Target_EntrezID
208898,NA,NA,DrugBank,CACNB4,785
208898,NA,NA,DrugBank|KEGG,ADRA1B,147
208898,NA,NA,KEGG,KCNJ5,3762
208898,NA,NA,DrugBank,CACNB1,782
208898,NA,NA,DrugBank|KEGG,CACNA1C,775
208898,NA,NA,DrugBank,CACNB2,783
208898,NA,NA,DrugBank|KEGG,ADRA1D,146
208898,NA,NA,DrugBank|KEGG,ADRB1,153
208898,NA,NA,DrugBank,KCNK2,3776
208898,NA,NA,KEGG,KCNJ3,3760
208898,NA,NA,KEGG,KCNJ11,3767
208898,NA,NA,DrugBank|KEGG,CACNA1S,779
208898,NA,NA,DrugBank|KEGG,CACNA1D,776
208898,NA,NA,DrugBank,CACNB3,784
208898,NA,NA,DrugBank,ADRA2B,151
208898,NA,NA,DrugBank|KEGG,ADRA1A,148
208898,NA,NA,DrugBank,ADRA2A,150
3033637,76963-41-2,Nizatidine,DrugBank|KEGG|TTD,HRH2,3274
11561674,NA,NA,KEGG|TTD,PDE4A,5141
11561674,NA,NA,KEGG|TTD,PDE4B,5142
11561674,NA,NA,KEGG|TTD,PDE4C,5143
11561674,NA,NA,KEGG|TTD,PDE4D,5144
6010,58-18-4,Methyltestosterone,KEGG,AR,367
6918876,NA,NA,TTD,HDAC1,3065
9852175,NA,NA,TTD,TACR1,6869
46937019,NA,NA,DrugBank,ACTA1,58
1983,103-90-2,Acetaminophen,DrugBank,PTGS2,5743
1983,103-90-2,Acetaminophen,DrugBank,PTGS1,5742
6172,65-29-2,Gallamine Triethiodide,KEGG,CHRND,1144
6172,65-29-2,Gallamine Triethiodide,KEGG,CHRNB1,1140
6172,65-29-2,Gallamine Triethiodide,KEGG,CHRNA1,1134
6172,65-29-2,Gallamine Triethiodide,KEGG,CHRNE,1145
6172,65-29-2,Gallamine Triethiodide,KEGG,CHRNG,1146
6172,65-29-2,Gallamine Triethiodide,TTD,CHRM2,1129
3100,58-73-1,Diphenhydramine,DrugBank|KEGG|TTD,HRH1,3269
3032325,NA,NA,KEGG,ESR2,2100
3032325,NA,NA,KEGG|TTD,ESR1,2099
33036,25523-97-1,dexchlorpheniramine,KEGG,HRH1,3269
6541399,NA,NA,DrugBank,PNP,4860
656913,NA,NA,DrugBank,F2,2147
3562,151-67-7,Halothane,DrugBank,KCNK9,51305
3562,151-67-7,Halothane,DrugBank,GABRE,2564
3562,151-67-7,Halothane,DrugBank,ND1,4535
3562,151-67-7,Halothane,DrugBank,GABRB2,2561
3562,151-67-7,Halothane,DrugBank,KCNMA1,3778
3562,151-67-7,Halothane,DrugBank,ATP2C1,27032
3562,151-67-7,Halothane,DrugBank,KCNJ6,3763
3562,151-67-7,Halothane,DrugBank,GABRG1,2565
3562,151-67-7,Halothane,DrugBank,GABRG2,2566
3562,151-67-7,Halothane,DrugBank,GRIN3A,116443
3562,151-67-7,Halothane,DrugBank,KCNK3,3777
3562,151-67-7,Halothane,DrugBank,GABRQ,55879
3562,151-67-7,Halothane,DrugBank,ATP5F1D,513
3562,151-67-7,Halothane,DrugBank,GABRA1,2554
3562,151-67-7,Halothane,DrugBank,GNG2,54331
3562,151-67-7,Halothane,DrugBank,NPSR1,387129
3562,151-67-7,Halothane,DrugBank,GABRD,2563
3562,151-67-7,Halothane,DrugBank,GABRB3,2562
3562,151-67-7,Halothane,DrugBank,GABRA6,2559
3562,151-67-7,Halothane,DrugBank,KCNN4,3783
3562,151-67-7,Halothane,DrugBank,GABRP,2568
3562,151-67-7,Halothane,DrugBank,GABRA3,2556
3562,151-67-7,Halothane,DrugBank,RHO,6010
3562,151-67-7,Halothane,DrugBank,GABRB1,2560
3562,151-67-7,Halothane,DrugBank,KCNJ3,3760
3562,151-67-7,Halothane,DrugBank,GABRA2,2555
3562,151-67-7,Halothane,DrugBank,GABRA5,2558
3562,151-67-7,Halothane,DrugBank,GRIN2A,2903
3562,151-67-7,Halothane,DrugBank,GLRA1,2741
3562,151-67-7,Halothane,DrugBank,GRIN3B,116444
3562,151-67-7,Halothane,DrugBank,GABRA4,2557
3562,151-67-7,Halothane,DrugBank,GABRG3,2567
11556309,NA,NA,TTD,CCR3,1232
4139,NA,NA,DrugBank,ACHE,43
4627204,NA,NA,DrugBank,DHFR2,200895
6445226,NA,NA,DrugBank|TTD,F2,2147
700,141-43-5,Ethanolamine,DrugBank,ANXA3,306
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRE,2564
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRB2,2561
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank,GABRR3,200959
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRG1,2565
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRG2,2566
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank,GABRR2,2570
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,KEGG,GABRQ,55879
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRA1,2554
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRD,2563
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRB3,2562
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank,GABRR1,2569
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,KEGG,GABRA6,2559
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRP,2568
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRA3,2556
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRB1,2560
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRA2,2555
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRA5,2558
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,KEGG,GABRA4,2557
3369,27093-62-5,N-methyl-7H-dibenzo(c,g)carbazole,DrugBank|KEGG,GABRG3,2567
107641,NA,NA,KEGG,PTGS2,5743
107641,NA,NA,KEGG,PTGS1,5742
6274,NA,NA,DrugBank,HARS1,3035
6274,NA,NA,DrugBank,HAL,3034
6274,NA,NA,DrugBank,SLC38A3,10991
6274,NA,NA,DrugBank,HDC,3067
764,NA,NA,DrugBank,PNP,4860
764,NA,NA,DrugBank,GCH1,2643
71317162,NA,NA,TTD,PIK3CG,5294
5342,57-96-5,Sulfinpyrazone,DrugBank,ABCC2,1244
5342,57-96-5,Sulfinpyrazone,DrugBank|TTD,ABCC1,4363
11289,569-57-3,Chlorotrianisene,DrugBank|TTD,ESR1,2099
1548887,38194-50-2,Sulindac,KEGG,PTGS2,5743
1548887,38194-50-2,Sulindac,KEGG,PTGS1,5742
133017,NA,NA,KEGG,HRH1,3269
11703255,NA,NA,TTD,TLR4,7099
1981,NA,NA,KEGG,PTGS2,5743
1981,NA,NA,KEGG,PTGS1,5742
19371515,NA,NA,DrugBank|KEGG|TTD,HRH1,3269
65304,NA,NA,DrugBank,DNTT,1791
24851689,NA,NA,DrugBank,PIM1,5292
449156,NA,NA,DrugBank,AKR1B1,231
53389,NA,NA,TTD,SIGMAR1,10280
3559,52-86-8,Haloperidol,DrugBank|KEGG|TTD,DRD2,1813
3559,52-86-8,Haloperidol,DrugBank,GRIN2B,2904
3559,52-86-8,Haloperidol,DrugBank,DRD3,1814
3559,52-86-8,Haloperidol,DrugBank,HTR2A,3356
3559,52-86-8,Haloperidol,DrugBank,DRD1,1812
10134493,NA,NA,DrugBank,MAPK14,1432
656902,NA,NA,DrugBank,LCTL,197021
20749,NA,NA,KEGG,CHRM1,1128
20749,NA,NA,KEGG,CHRM4,1132
20749,NA,NA,KEGG,CHRM5,1133
20749,NA,NA,KEGG,CHRM2,1129
20749,NA,NA,KEGG,CHRM3,1131
5282426,113-53-1,Dothiepin,KEGG,SLC6A4,6532
5282426,113-53-1,Dothiepin,KEGG,SLC6A2,6530
4235,71320-77-9,Moclobemide,DrugBank|KEGG|TTD,MAOA,4128
656597,NA,NA,KEGG,CHRM1,1128
656597,NA,NA,KEGG,CHRM4,1132
656597,NA,NA,KEGG,CHRM5,1133
656597,NA,NA,KEGG,CHRM2,1129
656597,NA,NA,KEGG,CHRM3,1131
6604901,NA,NA,DrugBank,HSP90B1,7184
125791,NA,NA,KEGG,DRD2,1813
54687,81093-37-0,Pravastatin,DrugBank|KEGG|TTD,HMGCR,3156
21604869,NA,NA,TTD,ND1,4535
21604869,NA,NA,TTD,ND2,4536
21604869,NA,NA,TTD,ND3,4537
17754130,NA,NA,DrugBank,PROCR,10544
447411,NA,NA,DrugBank,PTPN1,5770
107807,82834-16-0,Perindopril,DrugBank|KEGG|TTD,ACE,1636
2583,51781-06-7,Carteolol,KEGG,ADRB3,155
2583,51781-06-7,Carteolol,DrugBank|KEGG,ADRB2,154
2583,51781-06-7,Carteolol,DrugBank|KEGG,ADRB1,153
5462501,NA,NA,TTD,ACE,1636
25022378,NA,NA,TTD,F10,2159
56330,NA,NA,KEGG|TTD,ACE,1636
4764,65472-88-0,naftifine,DrugBank,UGT1A9,54600
23649002,NA,NA,TTD,GCK,2645
24812721,NA,NA,DrugBank,HSP90AA1,3320
38286,NA,NA,KEGG,ADRB3,155
38286,NA,NA,KEGG,ADRB2,154
38286,NA,NA,KEGG,ADRB1,153
5105,NA,NA,KEGG,HRH2,3274
9549223,NA,NA,DrugBank,ESRRG,2104
9549223,NA,NA,DrugBank,NRIP1,8204
17754156,NA,NA,DrugBank,MMP3,4314
46936516,NA,NA,DrugBank,ALAD,210
56959,NA,NA,DrugBank,SCN5A,6331
56959,NA,NA,TTD,SCN10A,6336
56959,NA,NA,DrugBank|TTD,SCN9A,6335
75791,NA,NA,DrugBank,SRC,6714
5312804,NA,NA,DrugBank,ACOX1,51
1944,NA,NA,DrugBank,AKR1B1,231
16145453,NA,NA,DrugBank,PPARG,5468
3086671,NA,NA,TTD,ALOX5,240
7023019,NA,NA,DrugBank,LTA4H,4048
26879,14769-73-4,Levamisole,DrugBank,ALPG,251
26879,14769-73-4,Levamisole,TTD,ALPL,249
26879,14769-73-4,Levamisole,DrugBank,CHRNA3,1136
449146,NA,NA,DrugBank,LCN2,3934
11974195,NA,NA,TTD,CRHR1,1394
46936711,NA,NA,DrugBank,GART,2618
84003,74103-07-4,Ketorolac Tromethamine,KEGG,PTGS2,5743
84003,74103-07-4,Ketorolac Tromethamine,KEGG,PTGS1,5742
180621,NA,NA,DrugBank,PLAU,5328
25138280,NA,NA,DrugBank,JAK2,3717
16750073,NA,NA,DrugBank,AR,367
3114,NA,NA,KEGG,SCN1A,6323
3114,NA,NA,KEGG|TTD,SCN5A,6331
3114,NA,NA,KEGG,SCN8A,6334
3114,NA,NA,KEGG,SCN9A,6335
3114,NA,NA,KEGG,SCN4A,6329
3114,NA,NA,KEGG,SCN2A,6326
3114,NA,NA,KEGG,SCN3A,6328
242332,NA,NA,DrugBank,ESR2,2100
5311101,NA,NA,KEGG|TTD,NR3C1,2908
636380,NA,NA,KEGG|TTD,F10,2159
6435335,NA,NA,KEGG,GRIN1,2902
6435335,NA,NA,KEGG,GRIN2B,2904
6435335,NA,NA,KEGG,GRIN2C,2905
6435335,NA,NA,KEGG,GRIN2D,2906
6435335,NA,NA,KEGG,GRIN2A,2903
60813,NA,NA,DrugBank,HTR1A,3350
23671896,NA,NA,KEGG,NR3C1,2908
148177,NA,NA,TTD,AKT1,207
148177,NA,NA,TTD,AKT2,208
148177,NA,NA,TTD,AKT3,10000
3084044,NA,NA,KEGG,COMT,1312
4649,65-49-6,Aminosalicylic Acid,DrugBank,PLA2G2E,30814
4649,65-49-6,Aminosalicylic Acid,DrugBank,CHUK,1147
4649,65-49-6,Aminosalicylic Acid,DrugBank,ALOX5,240
4649,65-49-6,Aminosalicylic Acid,DrugBank,PTGS2,5743
445958,NA,NA,DrugBank,CDK2,1017
1082702,NA,NA,DrugBank,LTA4H,4048
46936861,NA,NA,DrugBank,PYGM,5837
2099,NA,NA,KEGG,HTR3B,9177
2099,NA,NA,KEGG,HTR3D,200909
2099,NA,NA,KEGG,HTR3E,285242
2099,NA,NA,DrugBank|KEGG|TTD,HTR3A,3359
2099,NA,NA,KEGG,HTR3C,170572
25243828,NA,NA,DrugBank,FAAH,2166
831616,NA,NA,DrugBank,BACE1,23621
17753820,NA,NA,DrugBank,PPP2R2A,5520
17753820,NA,NA,DrugBank,PPP2CA,5515
17753820,NA,NA,DrugBank,PPP2R1A,5518
17753820,NA,NA,DrugBank,PPP2R5C,5527
17753820,NA,NA,DrugBank,PPP1CA,5499
11987878,NA,NA,DrugBank,HSP90AB1,3326
4873,7447-40-7,Potassium Chloride,DrugBank,SLC12A7,10723
4873,7447-40-7,Potassium Chloride,DrugBank,SLC12A6,9990
4873,7447-40-7,Potassium Chloride,DrugBank,SLC12A4,6560
4873,7447-40-7,Potassium Chloride,DrugBank|TTD,SLC12A1,6557
4873,7447-40-7,Potassium Chloride,DrugBank,SLC12A2,6558
4873,7447-40-7,Potassium Chloride,DrugBank,SLC12A5,57468
5745,NA,NA,DrugBank|KEGG,NR3C1,2908
4395717,NA,NA,DrugBank,GGPS1,9453
446134,NA,NA,DrugBank,PTGS1,5742
25113157,NA,NA,DrugBank,FOLH1,2346
23657800,NA,NA,DrugBank,CHEK1,1111
10303232,NA,NA,TTD,GLRB,2743
46937054,NA,NA,DrugBank,PREP,5550
359,108-73-6,Phloroglucinol,KEGG,COMT,1312
5329098,NA,NA,TTD,C1S,716
5287728,NA,NA,DrugBank,MAPK14,1432
5282415,NA,NA,DrugBank|KEGG,PTGFR,5737
5282415,NA,NA,DrugBank|TTD,PTGIR,5739
2608,13530-65-9,zinc chromate,DrugBank,CDK2,1017
5281104,NA,NA,DrugBank|KEGG|TTD,VDR,7421
445993,NA,NA,DrugBank,YARS1,8565
23724939,NA,NA,KEGG,ESR2,2100
23724939,NA,NA,KEGG,ESR1,2099
5311051,25122-41-2,Clobetasol,KEGG,NR3C1,2908
5494443,NA,NA,DrugBank,MAOB,4129
10501876,NA,NA,TTD,HMGCR,3156
46936317,NA,NA,DrugBank,HAO1,54363
11442891,NA,NA,TTD,AURKB,9212
11442891,NA,NA,TTD,AURKA,6790
5795,NA,NA,KEGG,SCN1A,6323
5795,NA,NA,KEGG,SCN5A,6331
5795,NA,NA,KEGG,RYR1,6261
5795,NA,NA,KEGG,SCN8A,6334
5795,NA,NA,KEGG,RYR2,6262
5795,NA,NA,KEGG,SCN10A,6336
5795,NA,NA,KEGG,KCNK5,8645
5795,NA,NA,KEGG,RYR3,6263
5795,NA,NA,KEGG,SCN9A,6335
5795,NA,NA,KEGG,SCN4A,6329
5795,NA,NA,KEGG,SCN2A,6326
5795,NA,NA,KEGG,SCN3A,6328
11373270,NA,NA,DrugBank,HSP90B1,7184
11373270,NA,NA,DrugBank,HSP90AB1,3326
5287870,NA,NA,DrugBank,CTSS,1520
60594,NA,NA,DrugBank,REN,5972
7054,91-56-5,Isatin,DrugBank,MAOB,4129
13922647,NA,NA,DrugBank,GSS,2937
46936270,NA,NA,DrugBank,CS,1431
5282414,NA,NA,KEGG|TTD,HRH1,3269
132862,17035-90-4,omega-N-Methylarginine,TTD,NOS3,4846
71300864,NA,NA,TTD,MME,4311
46936851,NA,NA,DrugBank,AMY2A,279
66007,NA,NA,KEGG,CHRM1,1128
66007,NA,NA,KEGG,CHRM4,1132
66007,NA,NA,KEGG,CHRM5,1133
66007,NA,NA,KEGG,CHRM2,1129
66007,NA,NA,KEGG,CHRM3,1131
2763,52214-84-3,ciprofibrate,KEGG|TTD,PPARA,5465
5288320,NA,NA,DrugBank,XDH,7498
6321225,NA,NA,KEGG,OPRM1,4988
16129703,NA,NA,KEGG,F2,2147
5494414,NA,NA,DrugBank,CDK2,1017
9904,434-22-0,Nandrolone,KEGG|TTD,AR,367
984,NA,NA,DrugBank,DBI,1622
984,NA,NA,DrugBank,RHO,6010
23700,7277-98-7,Uridine Diphosphate N-Acetylgalactosamine,DrugBank,ABO,28
23700,7277-98-7,Uridine Diphosphate N-Acetylgalactosamine,DrugBank,UAP1,6675
23700,7277-98-7,Uridine Diphosphate N-Acetylgalactosamine,DrugBank,GALE,2582
23700,7277-98-7,Uridine Diphosphate N-Acetylgalactosamine,DrugBank,EXTL2,2135
3372,69-23-8,Fluphenazine,DrugBank|KEGG|TTD,DRD2,1813
3372,69-23-8,Fluphenazine,DrugBank,CALM1,801
3372,69-23-8,Fluphenazine,DrugBank,CALM3,808
3372,69-23-8,Fluphenazine,DrugBank,CALM2,805
3372,69-23-8,Fluphenazine,DrugBank,DRD1,1812
60168,NA,NA,KEGG,CHRND,1144
60168,NA,NA,KEGG,CHRNB1,1140
60168,NA,NA,KEGG,CHRNA1,1134
60168,NA,NA,KEGG,CHRNE,1145
60168,NA,NA,KEGG,CHRNG,1146
4797,NA,NA,DrugBank,TPI1,7167
46937133,NA,NA,DrugBank,CASP3,836
6857690,NA,NA,DrugBank,KIF11,3832
172469,NA,NA,DrugBank,NQO1,1728
172469,NA,NA,DrugBank,GSTP1,2950
63002,NA,NA,KEGG,HRH1,3269
11560856,NA,NA,DrugBank,MET,4233
6917787,NA,NA,KEGG,ADRA2C,152
6917787,NA,NA,KEGG,ADRA1B,147
6917787,NA,NA,KEGG,ADRA1D,146
6917787,NA,NA,KEGG,ADRA2B,151
6917787,NA,NA,KEGG,ADRA1A,148
6917787,NA,NA,KEGG,ADRA2A,150
446556,NA,NA,KEGG,GART,2618
446556,NA,NA,KEGG,TYMS,7298
46936755,NA,NA,DrugBank,GSTP1,2950
42617944,NA,NA,DrugBank,DHODH,1723
5326870,NA,NA,DrugBank,MAPK14,1432
5284570,466-99-9,Hydromorphone,DrugBank|KEGG,OPRM1,4988
5284570,466-99-9,Hydromorphone,DrugBank,OPRK1,4986
5284570,466-99-9,Hydromorphone,DrugBank|TTD,OPRD1,4985
46936776,NA,NA,DrugBank,REN,5972
6048,NA,NA,KEGG,ADRA2C,152
6048,NA,NA,KEGG,ADRA1B,147
6048,NA,NA,KEGG,ADRA1D,146
6048,NA,NA,KEGG,ADRA2B,151
6048,NA,NA,KEGG,ADRA1A,148
6048,NA,NA,KEGG,ADRA2A,150
87031,NA,NA,DrugBank,CDK2,1017
23725087,NA,NA,TTD,MC4R,4160
441404,NA,NA,KEGG,AR,367
24832022,NA,NA,DrugBank,HSP90AA1,3320
447911,NA,NA,DrugBank,NR1H2,7376
14148199,NA,NA,KEGG,GABRE,2564
14148199,NA,NA,KEGG,GABRB2,2561
14148199,NA,NA,KEGG,GABRG1,2565
14148199,NA,NA,KEGG,GABRG2,2566
14148199,NA,NA,KEGG,GABRQ,55879
14148199,NA,NA,KEGG,GABRA1,2554
14148199,NA,NA,KEGG,GABRD,2563
14148199,NA,NA,KEGG,GABRB3,2562
14148199,NA,NA,KEGG,GABRA6,2559
14148199,NA,NA,KEGG,GABRP,2568
14148199,NA,NA,KEGG,GABRA3,2556
14148199,NA,NA,KEGG,GABRB1,2560
14148199,NA,NA,KEGG,GABRA2,2555
14148199,NA,NA,KEGG,GABRA5,2558
14148199,NA,NA,KEGG,GABRA4,2557
14148199,NA,NA,KEGG,GABRG3,2567
62886,NA,NA,KEGG,CHRND,1144
62886,NA,NA,DrugBank,CHRNA2,1135
62886,NA,NA,KEGG,CHRNB1,1140
62886,NA,NA,KEGG,CHRNA1,1134
62886,NA,NA,KEGG,CHRNE,1145
62886,NA,NA,KEGG,CHRNG,1146
5388962,75847-73-3,Enalapril,KEGG|TTD,ACE,1636
2712,58-25-3,Chlordiazepoxide,KEGG,GABRE,2564
2712,58-25-3,Chlordiazepoxide,KEGG,GABRB2,2561
2712,58-25-3,Chlordiazepoxide,KEGG,GABRG1,2565
2712,58-25-3,Chlordiazepoxide,KEGG,GABRG2,2566
2712,58-25-3,Chlordiazepoxide,KEGG,GABRQ,55879
2712,58-25-3,Chlordiazepoxide,KEGG,GABRA1,2554
2712,58-25-3,Chlordiazepoxide,KEGG,GABRD,2563
2712,58-25-3,Chlordiazepoxide,KEGG,GABRB3,2562
2712,58-25-3,Chlordiazepoxide,KEGG,GABRA6,2559
2712,58-25-3,Chlordiazepoxide,KEGG,GABRP,2568
2712,58-25-3,Chlordiazepoxide,KEGG,GABRA3,2556
2712,58-25-3,Chlordiazepoxide,KEGG,GABRB1,2560
2712,58-25-3,Chlordiazepoxide,KEGG,GABRA2,2555
2712,58-25-3,Chlordiazepoxide,KEGG,GABRA5,2558
2712,58-25-3,Chlordiazepoxide,KEGG,GABRA4,2557
2712,58-25-3,Chlordiazepoxide,KEGG,GABRG3,2567
51081,70458-92-3,Pefloxacin,TTD,TOP2B,7155
51081,70458-92-3,Pefloxacin,DrugBank|TTD,TOP2A,7153
441333,NA,NA,KEGG,ADRB2,154
219021,NA,NA,TTD,TNF,7124
198334,NA,NA,KEGG,HRH3,11255
198334,NA,NA,KEGG,HRH1,3269
3647,NA,NA,KEGG,SLC12A3,6559
3647,NA,NA,DrugBank,CA4,762
3647,NA,NA,DrugBank,KCNMA1,3778
3647,NA,NA,DrugBank,CA12,771
3647,NA,NA,DrugBank,CA1,759
3647,NA,NA,DrugBank,ATP1A1,476
3647,NA,NA,DrugBank,CA2,760
3647,NA,NA,DrugBank|TTD,SLC12A1,6557
3647,NA,NA,DrugBank,CA9,768
2281,NA,NA,DrugBank,PRSS1,5644
60830,NA,NA,TTD,CHRM3,1131
24963033,NA,NA,DrugBank,CDK2,1017
6883,87-33-2,Isosorbide Dinitrate,DrugBank,NPR1,4881
24820112,NA,NA,DrugBank,CELA1,1990
10114,471-53-4,Glycyrrhetinic Acid,KEGG,HSD11B1,3290
91276,NA,NA,KEGG,HRH2,3274
83823,NA,NA,KEGG,CHRM1,1128
83823,NA,NA,KEGG,CHRM4,1132
83823,NA,NA,KEGG,CHRM5,1133
83823,NA,NA,KEGG,CHRM2,1129
83823,NA,NA,KEGG,CHRM3,1131
24905153,NA,NA,DrugBank,SRC,6714
25271577,NA,NA,DrugBank,F2,2147
6918140,NA,NA,KEGG,PTGIR,5739
16132416,NA,NA,DrugBank,NPR1,4881
11954221,NA,NA,KEGG,NR3C1,2908
23725088,NA,NA,KEGG,TACR1,6869
447956,NA,NA,DrugBank,CCNA2,890
447956,NA,NA,DrugBank,CDK2,1017
23724780,NA,NA,KEGG,HRH1,3269
194777,NA,NA,DrugBank,MMP1,4312
194777,NA,NA,DrugBank,MMP8,4317
5578,738-70-5,Trimethoprim,DrugBank,TYMS,7298
5578,738-70-5,Trimethoprim,DrugBank|TTD,DHFR,1719
5578,738-70-5,Trimethoprim,TTD,PDF,64146
11557063,NA,NA,TTD,SERPINF1,5176
46936665,NA,NA,DrugBank,DUT,1854
23724511,NA,NA,KEGG,TOP2B,7155
23724511,NA,NA,KEGG,TOP2A,7153
25113125,NA,NA,DrugBank,F2,2147
6857691,NA,NA,DrugBank,F11,2160
11291,NA,NA,DrugBank|KEGG|TTD,HRH1,3269
26388,NA,NA,KEGG,DRD2,1813
12207008,NA,NA,KEGG,GABRE,2564
12207008,NA,NA,KEGG,GABRB2,2561
12207008,NA,NA,KEGG,GABRG1,2565
12207008,NA,NA,KEGG,GABRG2,2566
12207008,NA,NA,KEGG,GABRQ,55879
12207008,NA,NA,KEGG,GABRA1,2554
12207008,NA,NA,KEGG,GABRD,2563
12207008,NA,NA,KEGG,GABRB3,2562
12207008,NA,NA,KEGG,GABRA6,2559
12207008,NA,NA,KEGG,GABRP,2568
12207008,NA,NA,KEGG,GABRA3,2556
12207008,NA,NA,KEGG,GABRB1,2560
12207008,NA,NA,KEGG,GABRA2,2555
12207008,NA,NA,KEGG,GABRA5,2558
12207008,NA,NA,KEGG,GABRA4,2557
12207008,NA,NA,KEGG,GABRG3,2567
6444692,NA,NA,TTD,ERBB2,2064
6444692,NA,NA,TTD,EGFR,1956
23671691,NA,NA,KEGG,NR3C2,4306
11641515,NA,NA,TTD,F10,2159
133107,NA,NA,TTD,DRD4,1815
8058,110-54-3,n-hexane,DrugBank,PRSS1,5644
8058,110-54-3,n-hexane,DrugBank,GLTP,51228
30131,NA,NA,KEGG,OPRM1,4988
9887303,NA,NA,DrugBank,RARG,5916
5462347,NA,NA,KEGG,OPRM1,4988
9884833,NA,NA,TTD,NPY5R,4889
5289288,NA,NA,DrugBank,ACTA1,58
10360683,NA,NA,KEGG,AR,367
11526696,NA,NA,TTD,GHSR,2693
5494385,NA,NA,DrugBank,DPP4,1803
44151801,NA,NA,DrugBank,GNRHR,2798
46936299,NA,NA,DrugBank,PRSS1,5644
46936573,NA,NA,DrugBank,PRSS1,5644
448974,NA,NA,DrugBank,HSP90AA1,3320
46937081,NA,NA,DrugBank,CTSK,1513
23647652,NA,NA,DrugBank,CCNA2,890
23647652,NA,NA,DrugBank,CDK2,1017
24882195,NA,NA,DrugBank,DHODH,1723
50224,NA,NA,KEGG,GNRHR,2798
44144379,NA,NA,DrugBank,DHFR,1719
65241,NA,NA,DrugBank,PYGM,5837
46937120,NA,NA,DrugBank,MAPK14,1432
193613,NA,NA,DrugBank,MGMT,4255
14743,NA,NA,KEGG,AR,367
448055,NA,NA,DrugBank,PDE4B,5142
448055,NA,NA,DrugBank,PDE4D,5144
15547703,NA,NA,TTD,NPEPPS,9520
130565,NA,NA,TTD,ATP4A,495
5282138,132203-70-4,cilnidipine,KEGG,CACNA1F,778
5282138,132203-70-4,cilnidipine,KEGG,CACNA1C,775
5282138,132203-70-4,cilnidipine,KEGG,CACNA1D,776
5282138,132203-70-4,cilnidipine,KEGG,CACNA1S,779
5282138,132203-70-4,cilnidipine,KEGG|TTD,CACNA1B,774
5965,NA,NA,DrugBank,BCHE,590
5965,NA,NA,DrugBank|KEGG|TTD,ACHE,43
3348,NA,NA,DrugBank|KEGG|TTD,HRH1,3269
25080282,NA,NA,KEGG,GNRHR,2798
5289321,NA,NA,DrugBank,CDK2,1017
5284592,NA,NA,DrugBank,CNR2,1269
5284592,NA,NA,DrugBank|KEGG,CNR1,1268
125564,NA,NA,TTD,DRD2,1813
125564,NA,NA,TTD,HTR2A,3356
16623,NA,NA,KEGG,NR3C1,2908
5496599,NA,NA,DrugBank,CA2,760
3086682,NA,NA,TTD,TACR2,6865
447536,NA,NA,DrugBank,SRC,6714
3003,NA,NA,TTD,NR3C1,2908
4849,NA,NA,DrugBank|KEGG,SLC12A1,6557
4849,NA,NA,KEGG,SLC12A2,6558
77999,NA,NA,KEGG|TTD,PPARG,5468
68582,23645-17-2,adenosine-3',5'-cyclic phosphorothioate,KEGG,ESR2,2100
68582,23645-17-2,adenosine-3',5'-cyclic phosphorothioate,KEGG,ESR1,2099
11483970,NA,NA,DrugBank,PPARG,5468
11672491,NA,NA,DrugBank,DRD2,1813
11672491,NA,NA,DrugBank,HTR2A,3356
42627769,NA,NA,DrugBank,ADAM17,6868
110634,NA,NA,DrugBank|KEGG|TTD,PDE5A,8654
110634,NA,NA,DrugBank,PDE6G,5148
110634,NA,NA,DrugBank,PDE6H,5149
65494,NA,NA,KEGG,OPRM1,4988
11592154,NA,NA,DrugBank,DPP4,1803
46908929,NA,NA,TTD,GCK,2645
25134249,NA,NA,DrugBank|TTD,BACE1,23621
11553058,NA,NA,DrugBank,LCK,3932
177941,NA,NA,TTD,LTB4R,1241
17749728,NA,NA,DrugBank,MET,4233
